gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Afferent/Efferent Endothelial	B Cells	CCD_IC	CCD_PC	CNT	DCT	Dendritic Cells	Endothelial	Fibroblast	Glomerular Endothelial	IMCD_IC	IMCD_PC	LOH_ATL	LOH_CTAL	LOH_DTL1	LOH_DTL2	LOH_DTL3	LOH_MTAL	Macrophages	Mesangial Cells	Monocytes	OMCD_IC	OMCD_PC	PTS1	PTS2	PTS3	Parietal Endothelial	Pericytes	Podocyte	Satellite Glia	Schwann Cells	Sensory Neurons	Spinal Endothelial	Sympathetic Neurons	T Cells	VSMC
IL12A	P29459	True	IL12A_HUMAN	IL35	CPI-CC0D8A77C69	0.0	0.011	0.002	0.001	0.003	0.004	0.002	0.0	0.009	0.0	0.0	0.0	0.004	0.003	0.005	0.0	0.003	0.001	0.001	0.001	0.006	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.016	0.005
IL12B	P29460	True	IL12B_HUMAN	IL12	CPI-CC025CA2E0D	0.0	0.0	0.005	0.008	0.003	0.002	0.001	0.006	0.014	0.0	0.0	0.007	0.002	0.001	0.008	0.0	0.006	0.001	0.0	0.0	0.0	0.006	0.007	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.005
IL12B	P29460	True	IL12B_HUMAN	IL23	CPI-CC08EF3C145	0.0	0.0	0.009	0.011	0.003	0.002	0.001	0.006	0.007	0.0	0.0	0.007	0.002	0.001	0.008	0.006	0.006	0.001	0.0	0.0	0.0	0.011	0.012	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.005
IL17A	Q16552	True	IL17_HUMAN	IL17_AF	CPI-CC06B463FFC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0
IL17F	Q96PD4	True	IL17F_HUMAN	IL17_AF	CPI-CC06B463FFC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0
IL23A	Q9NPF7	True	IL23A_HUMAN	IL23	CPI-CC08EF3C145	0.0	0.0	0.009	0.011	0.003	0.002	0.001	0.006	0.007	0.0	0.0	0.007	0.002	0.001	0.008	0.006	0.006	0.001	0.0	0.0	0.0	0.011	0.012	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.005
EBI3	Q14213	True	IL27B_HUMAN	IL27	CPI-CC0B5110FC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0
EBI3	Q14213	True	IL27B_HUMAN	IL35	CPI-CC0D8A77C69	0.0	0.011	0.002	0.001	0.003	0.004	0.002	0.0	0.009	0.0	0.0	0.0	0.004	0.003	0.005	0.0	0.003	0.001	0.001	0.001	0.006	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.016	0.005
IL27	Q8NEV9	True	IL27A_HUMAN	IL27	CPI-CC0B5110FC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.001	0.0	0.0	0.0	0.125	0.094	0.011	0.03	0.052	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.001	0.0	0.0	0.0	0.125	0.094	0.011	0.03	0.052	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	0.002	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.001	0.04	0.0	0.0	0.125	0.003	0.004	0.012	0.052	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS0A0368BF0	0.002	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.001	0.04	0.0	0.0	0.125	0.003	0.004	0.012	0.052	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	0.002	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.001	0.04	0.0	0.0	0.125	0.003	0.004	0.012	0.052	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS0A0368BF0	0.002	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.001	0.04	0.0	0.0	0.125	0.003	0.004	0.012	0.052	0.0	0.0
TYR	P14679	True	TYRO_HUMAN	Ldopa_byTYR	CPI-CS034170CC8	0.014	0.004	0.004	0.001	0.0	0.002	0.002	0.003	0.0	0.021	0.012	0.002	0.002	0.003	0.005	0.0	0.002	0.001	0.002	0.023	0.003	0.004	0.003	0.003	0.004	0.004	0.038	0.003	0.038	0.0	0.0	0.0	0.0	0.0	0.004	0.032
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS047D9C0D7	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.099	0.001	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.169	0.133	0.124	0.08	0.243	0.027	0.0	0.05
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0F5B070C5	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.099	0.001	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.169	0.133	0.124	0.08	0.243	0.027	0.0	0.05
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0AFE4D0CB	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.099	0.001	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.169	0.133	0.124	0.08	0.243	0.027	0.0	0.05
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS01FC3CF4D	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
ALOX5AP	P20292	True	AL5AP_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
ALOX5AP	P20292	True	AL5AP_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS01FC3CF4D	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
ALOX5	P09917	True	LOX5_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
ALOX5	P09917	True	LOX5_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS01FC3CF4D	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
LTC4S	Q16873	True	LTC4S_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
LTC4S	Q16873	True	LTC4S_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.008
LTC4S	Q16873	True	LTC4S_HUMAN	LTC4_byLTC4S	CPI-CS0215886EA	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.01	0.002	0.0	0.0	0.002	0.026	0.0	0.008
LTC4S	Q16873	True	LTC4S_HUMAN	LTC4_byLTC4S	CPI-CS077A507B6	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.01	0.002	0.0	0.0	0.002	0.026	0.0	0.008
DPEP1	P16444	True	DPEP1_HUMAN	LeukotrieneE4_byDPEP1	CPI-CS0150916A7	0.0	0.105	0.398	0.398	0.332	0.448	0.115	0.162	0.193	0.002	0.278	0.293	0.206	0.446	0.242	0.291	0.335	0.453	0.073	0.0	0.121	0.381	0.329	0.225	0.177	0.174	0.072	0.185	0.0	0.002	0.003	0.002	0.0	0.008	0.137	0.124
DPEP1	P16444	True	DPEP1_HUMAN	LeukotrieneE4_byDPEP1	CPI-CS08225A985	0.0	0.105	0.398	0.398	0.332	0.448	0.115	0.162	0.193	0.002	0.278	0.293	0.206	0.446	0.242	0.291	0.335	0.453	0.073	0.0	0.121	0.381	0.329	0.225	0.177	0.174	0.072	0.185	0.0	0.002	0.003	0.002	0.0	0.008	0.137	0.124
DPEP2	Q9H4A9	True	DPEP2_HUMAN	LeukotrieneE4_byDPEP2	CPI-CS048E474A5	0.0	0.02	0.019	0.019	0.016	0.012	0.012	0.021	0.016	0.002	0.016	0.017	0.012	0.013	0.024	0.014	0.018	0.014	0.009	0.001	0.006	0.018	0.02	0.014	0.014	0.012	0.0	0.017	0.001	0.0	0.001	0.0	0.0	0.011	0.019	0.012
DPEP2	Q9H4A9	True	DPEP2_HUMAN	LeukotrieneE4_byDPEP2	CPI-CS058C0BB88	0.0	0.02	0.019	0.019	0.016	0.012	0.012	0.021	0.016	0.002	0.016	0.017	0.012	0.013	0.024	0.014	0.018	0.014	0.009	0.001	0.006	0.018	0.02	0.014	0.014	0.012	0.0	0.017	0.001	0.0	0.001	0.0	0.0	0.011	0.019	0.012
DPEP3	Q9H4B8	True	DPEP3_HUMAN	LeukotrieneE4_byDPEP3	CPI-CS0C89AD6A7	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.002	0.001	0.0	0.0	0.016	0.0	0.008
DPEP3	Q9H4B8	True	DPEP3_HUMAN	LeukotrieneE4_byDPEP3	CPI-CS0208210C9	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.002	0.001	0.0	0.0	0.016	0.0	0.008
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C94B5884	0.0	0.019	0.016	0.022	0.013	0.011	0.023	0.015	0.012	0.0	0.017	0.02	0.018	0.012	0.022	0.007	0.018	0.011	0.016	0.001	0.024	0.012	0.018	0.015	0.008	0.01	0.042	0.025	0.001	0.003	0.0	0.0	0.113	0.005	0.032	0.017
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C1CAC8F7	0.0	0.019	0.016	0.022	0.013	0.011	0.023	0.015	0.012	0.0	0.017	0.02	0.018	0.012	0.022	0.007	0.018	0.011	0.016	0.001	0.024	0.012	0.018	0.015	0.008	0.01	0.042	0.025	0.001	0.003	0.0	0.0	0.113	0.005	0.032	0.017
TPO	P07202	True	PERT_HUMAN	Lthyroxine_byTPO	CPI-CS0245870E9	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.011	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.001	0.001
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS092C03024	0.0	0.001	0.0	0.0	0.0	0.0	0.022	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS086A43130	0.0	0.001	0.0	0.0	0.0	0.0	0.022	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS0AAB81D2A	0.0	0.001	0.0	0.0	0.0	0.0	0.022	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS0F38E0E82	0.0	0.001	0.0	0.0	0.0	0.0	0.022	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS03367AA19	0.0	0.001	0.0	0.0	0.0	0.0	0.022	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS0965866AD	0.0	0.001	0.0	0.0	0.0	0.0	0.022	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS0C2C1436F	0.0	0.001	0.0	0.0	0.0	0.0	0.022	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS0B163FBF9	0.0	0.001	0.0	0.0	0.0	0.0	0.022	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS0567F5A28	0.0	0.001	0.0	0.0	0.0	0.0	0.022	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS0377ED1BC	0.0	0.001	0.0	0.0	0.0	0.0	0.006	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS0E8CA54FD	0.0	0.001	0.0	0.0	0.0	0.0	0.006	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS0DDBC236B	0.0	0.001	0.0	0.0	0.0	0.0	0.006	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS0102B6543	0.0	0.001	0.0	0.0	0.0	0.0	0.006	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS05A217639	0.0	0.001	0.0	0.0	0.0	0.0	0.006	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS0749A56F0	0.0	0.001	0.0	0.0	0.0	0.0	0.006	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS0ED38DC11	0.0	0.001	0.0	0.0	0.0	0.0	0.006	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS09C112D46	0.0	0.001	0.0	0.0	0.0	0.0	0.006	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS0389CC0EC	0.0	0.001	0.0	0.0	0.0	0.0	0.006	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.003	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS0F807CD4F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS09DA5DAD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS07CECA9C9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS025F16589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS01FAF361D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS03C9B1F6C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS08B421238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
